ID,post_author,post_date,post_date_gmt,post_content,post_title,post_excerpt,post_status,comment_status,ping_status,post_password,post_name,to_ping,pinged,post_modified,post_modified_gmt,post_content_filtered,post_parent,guid,menu_order,post_type,post_mime_type,comment_count
6508,3,"2019-04-04 13:03:40","2019-04-04 11:03:40","Внутрішня бездротова светозвуковая сирена Ajax HomeSiren (white) для системи охоронної сигналізації.
Компанія-виробник Ajax.

Функціонал і характеристики HomeSiren
- Дальність зв'язку з Ajax Hub до 2000 м за умови прямої видимості.
- Частота 868-868.6 МГц.
- Можливість регулювання часу звучання від 3 до 180 сек і гучності оповіщення від 81 до 105 дБ.
- Роз'єм для підключення зовнішнього світлодіода.
- Захист тампером від розтину і демонтажу.
- Працездатність перевіряється пінгом кожні 12 секунд.","Ajax HomeSiren Бездротова домашня сирена (Білий)",,publish,closed,closed,,ajax-homesiren-%d0%b1%d0%b5%d0%b7%d0%b4%d1%80%d0%be%d1%82%d0%be%d0%b2%d0%b0-%d0%b4%d0%be%d0%bc%d0%b0%d1%88%d0%bd%d1%8f-%d1%81%d0%b8%d1%80%d0%b5%d0%bd%d0%b0-%d0%b1%d1%96%d0%bb%d0%b8%d0%b9,,,"2019-10-09 14:33:00","2019-10-09 12:33:00",,0,http://videoko.com.ua/product/ajax-homesiren-%d0%b1%d0%b5%d0%b7%d0%b4%d1%80%d0%be%d1%82%d0%be%d0%b2%d0%b0-%d0%b4%d0%be%d0%bc%d0%b0%d1%88%d0%bd%d1%8f-%d1%81%d0%b8%d1%80%d0%b5%d0%bd%d0%b0-%d0%b1%d1%96%d0%bb%d0%b8%d0%b9/,0,product,,0
6510,3,"2019-04-04 13:03:40","2019-04-04 11:03:40","Аjax Hub примножує можливості кожного пристрою Ajax. Він контролює їхню роботу та збирає дані завдяки інноваційній бездротовій технології Jeweller.

Аналізує загрози, відсіює хибні спрацювання та моментально повідомляє про небезпеку. Технології захисту від саботажу роблять Ajax Hub неприступним. Як і помешкання, що він охороняє.","AJAX Hubkit black EU",,publish,closed,open,,ajax-hubkit-black-eu,,,"2019-04-04 13:03:40","2019-04-04 11:03:40",,0,http://videoko.com.ua/product/ajax-hubkit-black-eu/,0,product,,0
6511,3,"2019-04-04 13:03:40","2019-04-04 11:03:40","Аjax Hub примножує можливості кожного пристрою Ajax. Він контролює їхню роботу та збирає дані завдяки інноваційній бездротовій технології Jeweller.

Аналізує загрози, відсіює хибні спрацювання та моментально повідомляє про небезпеку. Технології захисту від саботажу роблять Ajax Hub неприступним. Як і помешкання, що він охороняє.","AJAX Hubkit White EU",,publish,closed,open,,ajax-hubkit-white-eu,,,"2019-04-04 13:03:40","2019-04-04 11:03:40",,0,http://videoko.com.ua/product/ajax-hubkit-white-eu/,0,product,,0
6512,3,"2019-04-04 13:03:40","2019-04-04 11:03:40","Бездротова сенсорна клавіатура Ajax Keypad для системи охоронної сигналізації.
Компанія-виробник Ajax.

Призначення
Дана клавіатура використовується для постановки / зняття з охорони системи безпеки Ajax натисканням кнопки або введенням цифрового коду.
Функціонал і характеристики
- Дальність зв'язку з Ajax Hub до 1700 м за умови прямої видимості.
- Частота 868-868.6 МГц.
- Функція зняття з охорони під примусом.
- Індикація статусів охорони.
- Двостороння зв'язок з Ajax Hub.
- Працездатність перевіряється пінг кожні 12 секунд.
- Захист тампером від розтину і демонтажу.","Ajax KeyPad Бездротова сенсорна клавіатура",,publish,closed,closed,,ajax-keypad-%d0%b1%d0%b5%d0%b7%d0%b4%d1%80%d0%be%d1%82%d0%be%d0%b2%d0%b0-%d1%81%d0%b5%d0%bd%d1%81%d0%be%d1%80%d0%bd%d0%b0-%d0%ba%d0%bb%d0%b0%d0%b2%d1%96%d0%b0%d1%82%d1%83%d1%80%d0%b0,,,"2019-10-09 14:12:25","2019-10-09 12:12:25",,0,http://videoko.com.ua/product/ajax-keypad-%d0%b1%d0%b5%d0%b7%d0%b4%d1%80%d0%be%d1%82%d0%be%d0%b2%d0%b0-%d1%81%d0%b5%d0%bd%d1%81%d0%be%d1%80%d0%bd%d0%b0-%d0%ba%d0%bb%d0%b0%d0%b2%d1%96%d0%b0%d1%82%d1%83%d1%80%d0%b0/,0,product,,0
6513,3,"2019-04-04 13:03:40","2019-04-04 11:03:40","Ajax LeaksProtect миттєво виявляє протікання і скасовує тривогу, коли вода повністю висихає. Енергоефективний, надійний і надзвичайно довговічний","Ajax LeaksProtect Датчик раннього виявлення затоплення(Білий)",,publish,closed,closed,,ajax-leaksprotect-%d0%b4%d0%b0%d1%82%d1%87%d0%b8%d0%ba-%d1%80%d0%b0%d0%bd%d0%bd%d1%8c%d0%be%d0%b3%d0%be-%d0%b2%d0%b8%d1%8f%d0%b2%d0%bb%d0%b5%d0%bd%d0%bd%d1%8f-%d0%b7%d0%b0%d1%82%d0%be%d0%bf%d0%bb,,,"2019-07-25 13:35:51","2019-07-25 11:35:51",,0,http://videoko.com.ua/product/ajax-leaksprotect-%d0%b4%d0%b0%d1%82%d1%87%d0%b8%d0%ba-%d1%80%d0%b0%d0%bd%d0%bd%d1%8c%d0%be%d0%b3%d0%be-%d0%b2%d0%b8%d1%8f%d0%b2%d0%bb%d0%b5%d0%bd%d0%bd%d1%8f-%d0%b7%d0%b0%d1%82%d0%be%d0%bf%d0%bb/,0,product,,0
6514,3,"2019-04-04 13:03:40","2019-04-04 11:03:40","Ajax LeaksProtect миттєво виявляє протікання і скасовує тривогу, коли вода повністю висихає. Енергоефективний, надійний і надзвичайно довговічний","Ajax LeaksProtect Датчик раннього виявлення затоплення(чорний)",,publish,closed,closed,,ajax-leaksprotect-%d0%b4%d0%b0%d1%82%d1%87%d0%b8%d0%ba-%d1%80%d0%b0%d0%bd%d0%bd%d1%8c%d0%be%d0%b3%d0%be-%d0%b2%d0%b8%d1%8f%d0%b2%d0%bb%d0%b5%d0%bd%d0%bd%d1%8f-%d0%b7%d0%b0%d1%82%d0%be%d0%bf%d0%bb-2,,,"2019-07-25 13:36:07","2019-07-25 11:36:07",,0,http://videoko.com.ua/product/ajax-leaksprotect-%d0%b4%d0%b0%d1%82%d1%87%d0%b8%d0%ba-%d1%80%d0%b0%d0%bd%d0%bd%d1%8c%d0%be%d0%b3%d0%be-%d0%b2%d0%b8%d1%8f%d0%b2%d0%bb%d0%b5%d0%bd%d0%bd%d1%8f-%d0%b7%d0%b0%d1%82%d0%be%d0%bf%d0%bb-2/,0,product,,0
6515,3,"2019-04-04 13:03:40","2019-04-04 11:03:40","Ajax MotionProtect Plus - пасивний інфрачервоний детектор руху з мікрохвильовим датчиком. MotionProtect Plus виявляє перший крок зловмисника в приміщенні, але при цьому ігнорує домашніх тварин, протяги і шум від кондиціонера. Бездротовий сканування фільтрує перешкоди, створювані тепловим випромінюванням в поєднанні з рухом завіси, тремтячими жалюзі або сильним сонячним відблиском.","Ajax MotionProtect Plus Датчик руху з мікрохвильовим сенсором й імунітетом до тварин(Білий)",,publish,closed,closed,,ajax-motionprotect-plus-%d0%b4%d0%b0%d1%82%d1%87%d0%b8%d0%ba-%d1%80%d1%83%d1%85%d1%83-%d0%b7-%d0%bc%d1%96%d0%ba%d1%80%d0%be%d1%85%d0%b2%d0%b8%d0%bb%d1%8c%d0%be%d0%b2%d0%b8%d0%bc-%d1%81%d0%b5%d0%bd,,,"2019-10-09 14:18:20","2019-10-09 12:18:20",,0,http://videoko.com.ua/product/ajax-motionprotect-plus-%d0%b4%d0%b0%d1%82%d1%87%d0%b8%d0%ba-%d1%80%d1%83%d1%85%d1%83-%d0%b7-%d0%bc%d1%96%d0%ba%d1%80%d0%be%d1%85%d0%b2%d0%b8%d0%bb%d1%8c%d0%be%d0%b2%d0%b8%d0%bc-%d1%81%d0%b5%d0%bd/,0,product,,0
6516,3,"2019-04-04 13:03:40","2019-04-04 11:03:40","Ajax MotionProtect Plus визначає появу людини в приміщенні з першого кроку, але ігнорує рухи тварин, протяги та перешкоди від кондиціонера. Радіочастотне сканування фільтрує перешкоди, які виникають від теплового випромінення в комплексі з рухом штор, тремтінням жалюзі та сильними відблисками.","Ajax MotionProtect Plus Датчик руху з мікрохвильовим сенсором й імунітетом до тварин(Чорний)",,publish,closed,closed,,ajax-motionprotect-plus-%d0%b4%d0%b0%d1%82%d1%87%d0%b8%d0%ba-%d1%80%d1%83%d1%85%d1%83-%d0%b7-%d0%bc%d1%96%d0%ba%d1%80%d0%be%d1%85%d0%b2%d0%b8%d0%bb%d1%8c%d0%be%d0%b2%d0%b8%d0%bc-%d1%81%d0%b5%d0%bd-2,,,"2019-07-15 10:51:49","2019-07-15 08:51:49",,0,http://videoko.com.ua/product/ajax-motionprotect-plus-%d0%b4%d0%b0%d1%82%d1%87%d0%b8%d0%ba-%d1%80%d1%83%d1%85%d1%83-%d0%b7-%d0%bc%d1%96%d0%ba%d1%80%d0%be%d1%85%d0%b2%d0%b8%d0%bb%d1%8c%d0%be%d0%b2%d0%b8%d0%bc-%d1%81%d0%b5%d0%bd-2/,0,product,,0
6517,3,"2019-04-04 13:03:40","2019-04-04 11:03:40","Датчик руху Ajax MotionProtect для системи охоронної сигналізації.
Компанія-виробник Ajax.

Технічні характеристики MotionProtect
- Детектування першого кроку.
- Дальність детектування - до 12 м з імунітетом від тварин.- Піросенсор Hi-End від компанії Excelitas.
- Лінза Френеля з запатентірованого матеріалу POLY IR, що затримує білий світ і пропускає інфрачервоний.
- Частота 868-868,6 МГц. Період опитування датчиків: 10 - 300 секунд.
- 2-х стороння зв'язок.
- Дальність близько 1700 м на відкритому просторі.","Ajax MotionProtect Датчик руху з імунітетом до тварин (білий)",,publish,closed,closed,,ajax-motionprotect-%d0%b4%d0%b0%d1%82%d1%87%d0%b8%d0%ba-%d1%80%d1%83%d1%85%d1%83-%d0%b7-%d1%96%d0%bc%d1%83%d0%bd%d1%96%d1%82%d0%b5%d1%82%d0%be%d0%bc-%d0%b4%d0%be-%d1%82%d0%b2%d0%b0%d1%80%d0%b8%d0%bd,,,"2019-10-09 14:26:48","2019-10-09 12:26:48",,0,http://videoko.com.ua/product/ajax-motionprotect-%d0%b4%d0%b0%d1%82%d1%87%d0%b8%d0%ba-%d1%80%d1%83%d1%85%d1%83-%d0%b7-%d1%96%d0%bc%d1%83%d0%bd%d1%96%d1%82%d0%b5%d1%82%d0%be%d0%bc-%d0%b4%d0%be-%d1%82%d0%b2%d0%b0%d1%80%d0%b8%d0%bd/,0,product,,0
6509,3,"2019-04-04 13:04:26","2019-04-04 11:04:26","Ajax HomeSiren - це бездротова кімнатна сирена (для установки тільки всередині приміщень), завданням якої є звукове сповіщення про проникнення / тривозі. При спрацьовуванні тривожного сигналу, розумним центральним блоком Ajax Hub передається бездротової сигнал на сирену. Як тільки сирена отримує сигнал тривоги, вона тут же спрацьовує і від неї лунає сигнал тривоги.

Рівень звуку звукової сигналізації Ajax Home-Siren можна налаштувати і пропонується діапазон від 81 до 105 дБ. До того ж є спеціальний роз'єм, щоб підключити зовнішній світлодіод. За умови відкритого простору сирена Ajax HomeSiren може тримати прямий зв'язок з Ajax Hub на відстанях до 2 кілометрів. (+ Р)
<p id=""tw-target-text"" class=""tw-data-text tw-text-large tw-ta"" dir=""ltr"" data-placeholder=""Перевод"">Тип сирени: Бездротова
Можливості використання: Всередині приміщень
Тип сповіщення: Звуковий
Роз'єм для підключення зовнішнього світлодіода: Є
Рівень гучності звуку: Настроюваний, 81-105 дБ на дистанції 1 м
Індикація станів постановки / зняття з охорони: Є
Тип елемента живлення: 2 шт. типу CR123A, 3 В
Індикація розряду батарей: Є
Потужність радіосигналу: 25 мВт
Макс. відстань між сиреною і централлю: 2000м
Час отримання сигналу тривоги: менше секунди
Час звучання тривоги: від 3 сек до 3 хв
Клас захисту корпусу: IP50
Діапазон робочих температур від: 0 ° С до + 50 ° С
Допустима вологість: До 75%
Розміри: 75х75,6х26,6 мм
Вага: 96 г</p>","Ajax HomeSiren Бездротова домашня сирена ( чорний)",,publish,closed,closed,,ajax-homesiren-%d0%b1%d0%b5%d0%b7%d0%b4%d1%80%d0%be%d1%82%d0%be%d0%b2%d0%b0-%d0%b4%d0%be%d0%bc%d0%b0%d1%88%d0%bd%d1%8f-%d1%81%d0%b8%d1%80%d0%b5%d0%bd%d0%b0-%d1%87%d0%be%d1%80%d0%bd%d0%b8%d0%b9,,,"2019-10-09 13:17:09","2019-10-09 11:17:09",,0,http://videoko.com.ua/product/ajax-homesiren-%d0%b1%d0%b5%d0%b7%d0%b4%d1%80%d0%be%d1%82%d0%be%d0%b2%d0%b0-%d0%b4%d0%be%d0%bc%d0%b0%d1%88%d0%bd%d1%8f-%d1%81%d0%b8%d1%80%d0%b5%d0%bd%d0%b0-%d1%87%d0%be%d1%80%d0%bd%d0%b8%d0%b9/,0,product,,0
6518,3,"2019-04-04 13:04:26","2019-04-04 11:04:26","Бездротовий датчик руху Ajax MotionProtect призначений для виявлення руху людини в приміщенні, що охороняється. Датчик має регульовану чутливість і здатний ігнорувати домашніх тварин вагою до 20 кг і зростом до 50 см. Принцип дії датчика заснований на визначенні інфрачервоного (ІЧ) випромінювання від живого существа.Как тільки датчик зауважує таке випромінювання, він аналізує масу живого об'єкта, і в разі , якщо вона перевищує 20 кг, відсилає сигнал тривоги на центральний блок охоронної сигналізації по радіоканалу. Також датчик не реагує на переміщення неживих предметів.

Особливості:
Регулярно передає сигнал про розряд своєї батареї на центральний блок
Передана датчиком інформація захищена від перехоплення і спроби підміни
Максимальна відстань між датчиком і центральним блоком становить 2000 м в умовах прямої видимості
Використовує для передачі сигналу частоту загального призначення 868 МГц, яка не вимагає ліцензії на використання
Визначає рух на відстані до 12 м
Ігнорує домашніх тварин вагою до 20-ти кг, висотою до 50 см
Чи не спрацьовує на випадкові руху неживих предметів
Цифрова температурна компенсація забезпечує високу чутливість датчика навіть при температурі в приміщенні, близької до температури людського тіла","Ajax MotionProtect Датчик руху з імунітетом до тварин (чорний)",,publish,closed,closed,,ajax-motionprotect-%d0%b4%d0%b0%d1%82%d1%87%d0%b8%d0%ba-%d1%80%d1%83%d1%85%d1%83-%d0%b7-%d1%96%d0%bc%d1%83%d0%bd%d1%96%d1%82%d0%b5%d1%82%d0%be%d0%bc-%d0%b4%d0%be-%d1%82%d0%b2%d0%b0%d1%80%d0%b8%d0%bd-2,,,"2019-10-09 14:02:34","2019-10-09 12:02:34",,0,http://videoko.com.ua/product/ajax-motionprotect-%d0%b4%d0%b0%d1%82%d1%87%d0%b8%d0%ba-%d1%80%d1%83%d1%85%d1%83-%d0%b7-%d1%96%d0%bc%d1%83%d0%bd%d1%96%d1%82%d0%b5%d1%82%d0%be%d0%bc-%d0%b4%d0%be-%d1%82%d0%b2%d0%b0%d1%80%d0%b8%d0%bd-2/,0,product,,0
6519,3,"2019-04-04 13:04:26","2019-04-04 11:04:26","Ajax ocBridge Plus box - модуль інтеграції з дротяними і гібридними системами безпеки в боксі. Призначений для підключення сумісних з ним датчиків Ajax до будь-якої провідної охоронної централі за допомогою NC | NO контактів.
Система Ajax має двосторонній зв'язок з датчиками, що дозволяє їй працювати в двох режимах: активному і пасивному. У стані, коли система знята з охорони (пасивний режим), бездротові датчики переходять в режим економії енергії, що дозволяє в рази збільшити термін роботи їх батарей.
Ajax ocBridge Plus перетворює будь-яку дротову охоронну централь в бездротову систему безпеки, яка використовує датчики Ajax. Рознесених прийом і перебудова частот - для додаткового захисту від перешкод в радіоканалі або глушіння.
максимум можливостей

Бездротова технологія Jeweller дозволяє розкинути мережу на відстані до 2000 метрів на відкритому просторі або на декількох поверхах бізнес-центру
Бридж підтримує 8 охоронних зон і 4 сервісних
Ємність системи - до 100 датчиків

Захищеність від збоїв і саботажу

Діє аутентифікація для захисту від підробки пристроїв
Захист від глушіння
Рознесених прийом і перебудова частот
Працює шифрування каналів зв'язку
безпроблемна експлуатація

Налаштування датчиків по радіоканалу
Збереження історії всіх зафіксованих системою подій
Стан датчиків перевіряється з періодом від 12 секунд
Легка установка і настройка

Підключення до охоронної централі через 12 транзисторних виходів
Підключення до ПК через miniUSB, настройка за допомогою Windows-конфігурувати
Віддалено тестуються якість зв'язку з датчиками і зона спрацювання","Ajax ocBridge Plus",,publish,closed,closed,,ajax-ocbridge-plus,,,"2019-10-09 12:13:01","2019-10-09 10:13:01",,0,http://videoko.com.ua/product/ajax-ocbridge-plus/,0,product,,0
6520,3,"2019-04-04 13:04:26","2019-04-04 11:04:26","Приймач бездротових датчиків Ajax ocBridge Plus призначений для того, щоб приєднати бездротові датчики Ajax до будь-якої провідної охоронної централі. Для цього Ajax ocBridge Plus оснащений радіоканальним приймачем і 12 транзисторними виходами - 8 охоронних виходів і 4 сервісних (тампер, пропажа датчика, розряд батареї, глушіння).","Ajax ocBridge Plus Приймач радіодатчиків",,publish,closed,closed,,ajax-ocbridge-plus-%d0%bf%d1%80%d0%b8%d0%b9%d0%bc%d0%b0%d1%87-%d1%80%d0%b0%d0%b4%d1%96%d0%be%d0%b4%d0%b0%d1%82%d1%87%d0%b8%d0%ba%d1%96%d0%b2,,,"2019-07-25 11:44:51","2019-07-25 09:44:51",,0,http://videoko.com.ua/product/ajax-ocbridge-plus-%d0%bf%d1%80%d0%b8%d0%b9%d0%bc%d0%b0%d1%87-%d1%80%d0%b0%d0%b4%d1%96%d0%be%d0%b4%d0%b0%d1%82%d1%87%d0%b8%d0%ba%d1%96%d0%b2/,0,product,,0
6521,3,"2019-04-04 13:04:26","2019-04-04 11:04:26","Ajax SpaceControl передає сигнал по захищеному каналу з плаваючим кодуванням без постійної складової, що унеможливлює підміну. Дистанція роботи — до 1300 метрів на відкритому просторі.","Ajax SpaceControl Брелок з тривожною кнопкою білий",,publish,closed,closed,,ajax-spacecontrol-%d0%b1%d1%80%d0%b5%d0%bb%d0%be%d0%ba-%d0%b7-%d1%82%d1%80%d0%b8%d0%b2%d0%be%d0%b6%d0%bd%d0%be%d1%8e-%d0%ba%d0%bd%d0%be%d0%bf%d0%ba%d0%be%d1%8e-%d0%b1%d1%96%d0%bb%d0%b8%d0%b9,,,"2019-07-15 11:34:43","2019-07-15 09:34:43",,0,http://videoko.com.ua/product/ajax-spacecontrol-%d0%b1%d1%80%d0%b5%d0%bb%d0%be%d0%ba-%d0%b7-%d1%82%d1%80%d0%b8%d0%b2%d0%be%d0%b6%d0%bd%d0%be%d1%8e-%d0%ba%d0%bd%d0%be%d0%bf%d0%ba%d0%be%d1%8e-%d0%b1%d1%96%d0%bb%d0%b8%d0%b9/,0,product,,0
6522,3,"2019-04-04 13:04:26","2019-04-04 11:04:26","Ajax SpaceControl передає сигнал по захищеному каналу з плаваючим кодуванням без постійної складової, що унеможливлює підміну. Дистанція роботи — до 1300 метрів на відкритому просторі.","Ajax SpaceControl Брелок з тривожною кнопкою чорний",,publish,closed,closed,,ajax-spacecontrol-%d0%b1%d1%80%d0%b5%d0%bb%d0%be%d0%ba-%d0%b7-%d1%82%d1%80%d0%b8%d0%b2%d0%be%d0%b6%d0%bd%d0%be%d1%8e-%d0%ba%d0%bd%d0%be%d0%bf%d0%ba%d0%be%d1%8e-%d1%87%d0%be%d1%80%d0%bd%d0%b8%d0%b9,,,"2019-07-15 11:35:05","2019-07-15 09:35:05",,0,http://videoko.com.ua/product/ajax-spacecontrol-%d0%b1%d1%80%d0%b5%d0%bb%d0%be%d0%ba-%d0%b7-%d1%82%d1%80%d0%b8%d0%b2%d0%be%d0%b6%d0%bd%d0%be%d1%8e-%d0%ba%d0%bd%d0%be%d0%bf%d0%ba%d0%be%d1%8e-%d1%87%d0%be%d1%80%d0%bd%d0%b8%d0%b9/,0,product,,0
6523,3,"2019-04-04 13:04:26","2019-04-04 11:04:26","Світлозвукова сигналізація з рівнем гучності звуку від 85 до 113 дБ. На відкритому просторі тримає зв’язок з Ajax Hub на відстані до 2000 метрів.","Ajax StreetSiren бездротова вулична сирена біла",,publish,closed,closed,,ajax-streetsiren-%d0%b1%d0%b5%d0%b7%d0%b4%d1%80%d0%be%d1%82%d0%be%d0%b2%d0%b0-%d0%b2%d1%83%d0%bb%d0%b8%d1%87%d0%bd%d0%b0-%d1%81%d0%b8%d1%80%d0%b5%d0%bd%d0%b0-%d0%b1%d1%96%d0%bb%d0%b0,,,"2019-07-25 12:24:00","2019-07-25 10:24:00",,0,http://videoko.com.ua/product/ajax-streetsiren-%d0%b1%d0%b5%d0%b7%d0%b4%d1%80%d0%be%d1%82%d0%be%d0%b2%d0%b0-%d0%b2%d1%83%d0%bb%d0%b8%d1%87%d0%bd%d0%b0-%d1%81%d0%b8%d1%80%d0%b5%d0%bd%d0%b0-%d0%b1%d1%96%d0%bb%d0%b0/,0,product,,0
6524,3,"2019-04-04 13:04:26","2019-04-04 11:04:26","Світлозвукова сигналізація з рівнем гучності звуку від 85 до 113 дБ. На відкритому просторі тримає зв’язок з Ajax Hub на відстані до 2000 метрів.","Ajax StreetSiren бездротова вулична сирена чорна",,publish,closed,closed,,ajax-streetsiren-%d0%b1%d0%b5%d0%b7%d0%b4%d1%80%d0%be%d1%82%d0%be%d0%b2%d0%b0-%d0%b2%d1%83%d0%bb%d0%b8%d1%87%d0%bd%d0%b0-%d1%81%d0%b8%d1%80%d0%b5%d0%bd%d0%b0-%d1%87%d0%be%d1%80%d0%bd%d0%b0,,,"2019-07-25 12:24:21","2019-07-25 10:24:21",,0,http://videoko.com.ua/product/ajax-streetsiren-%d0%b1%d0%b5%d0%b7%d0%b4%d1%80%d0%be%d1%82%d0%be%d0%b2%d0%b0-%d0%b2%d1%83%d0%bb%d0%b8%d1%87%d0%bd%d0%b0-%d1%81%d0%b8%d1%80%d0%b5%d0%bd%d0%b0-%d1%87%d0%be%d1%80%d0%bd%d0%b0/,0,product,,0
6525,3,"2019-04-04 13:04:26","2019-04-04 11:04:26","Ajax WallSwitch контролює увімкнення техніки та стежить за обсягом споживаної енергії. Детальну інформацію завантажує у мобільний чи веб-додаток.","Ajax WallSwitch Реле для дистанційного керування побутовими приладами",,publish,closed,closed,,ajax-wallswitch-%d1%80%d0%b5%d0%bb%d0%b5-%d0%b4%d0%bb%d1%8f-%d0%b4%d0%b8%d1%81%d1%82%d0%b0%d0%bd%d1%86%d1%96%d0%b9%d0%bd%d0%be%d0%b3%d0%be-%d0%ba%d0%b5%d1%80%d1%83%d0%b2%d0%b0%d0%bd%d0%bd%d1%8f-%d0%bf,,,"2019-07-25 10:02:19","2019-07-25 08:02:19",,0,http://videoko.com.ua/product/ajax-wallswitch-%d1%80%d0%b5%d0%bb%d0%b5-%d0%b4%d0%bb%d1%8f-%d0%b4%d0%b8%d1%81%d1%82%d0%b0%d0%bd%d1%86%d1%96%d0%b9%d0%bd%d0%be%d0%b3%d0%be-%d0%ba%d0%b5%d1%80%d1%83%d0%b2%d0%b0%d0%bd%d0%bd%d1%8f-%d0%bf/,0,product,,0
6526,3,"2019-04-04 13:04:26","2019-04-04 11:04:26","Ajax MotionProtect Outdoor - бездротової вуличний датчик руху з захистом від маскування і помилкових спрацьовувань. Виявляє рух на відстані до 15 метрів і не реагує на тварин.","MotionProtect Outdoor white EU",,publish,closed,closed,,motionprotect-outdoor-white-eu,,,"2019-07-15 11:40:01","2019-07-15 09:40:01",,0,http://videoko.com.ua/product/%d1%80%d0%be%d0%b7%d1%83%d0%bc%d0%bd%d0%b0-%d1%86%d0%b5%d0%bd%d1%82%d1%80%d0%b0%d0%bb%d1%8c-ajax-hub-%d1%87%d0%be%d1%80%d0%bd%d0%b0/,0,product,,0
6527,3,"2019-04-04 13:04:26","2019-04-04 11:04:26","Бездротовий датчик відкриття Ajax DoorProtect Plus.

Основні характеристики:

- установка: внутрішня накладна;

- сенсори: геркон, акселерометр;

- поріг спрацьовування: 1 см (малий магніт), 2 см (великий магніт);

- роз'єм для підключення дротяних датчиків: є;

- захист від несанкціонованого розкриття корпусу: тампер;

- потужність радіосигналу: 20 мВт;

- протокол зв'язку з централлю: Jeweller (868,0 - 868,6 або 868,7 - 869,2 МГц залежно від регіону продажу);

- максимальна відстань між датчиком і централлю: 1000 м (на відкритому просторі);

- елемент живлення: батарея типу СR123А;

- напруга живлення: 3 В;

- захищає від вторгнення через двері і незакриті вікна;

- реагує на відкриття, зміна кута нахилу і удари;

- колір білий;","DoorProtect BL Plus",,publish,closed,closed,,doorprotect-bl-plus,,,"2019-10-09 13:37:37","2019-10-09 11:37:37",,0,http://videoko.com.ua/product/doorprotect-bl-plus/,0,product,,0
6528,3,"2019-04-04 13:04:26","2019-04-04 11:04:26","Бездротовий датчик відкриття дверей / вікна з сенсором удару і нахилу Ajax DoorProtect Plus призначений для детектування відкриття дверей, вікон, а також реагує на зміну кута нахилу і удари.
Датчик обладнаний клемною колодкою","DoorProtect White Plus",,publish,closed,closed,,doorprotect-white-plus,,,"2019-07-15 11:41:10","2019-07-15 09:41:10",,0,http://videoko.com.ua/product/doorprotect-white-plus/,0,product,,0
6529,3,"2019-04-04 13:04:26","2019-04-04 11:04:26","Приймач бездротових датчиків Ajax ocBridge Plus Box призначений для того, щоб приєднати бездротові датчики Ajax до будь-якої провідної охоронної централі. Для цього Ajax ocBridge Plus оснащений радіоканальним приймачем і 12 транзисторними виходами - 8 охоронних виходів і 4 сервісних (тампер, пропажа датчика, розряд батареї, глушіння).

Приймач оснащений ефективною бездротовою системою радіозв'язку, яка використовує шифрування повідомлень і захист від підробки. Це забезпечує відмінну захищеність сигналізації від спроб злому зловмисниками. Крім того, приймач має ультрасучасну високонадійну систему зв'язку, що дозволяє йому успішно працювати в межах декількох поверхів бізнес-центру або на відстані до 2000 м від датчиків на відкритій місцевості.

Тип пристрою: Приймач
Кількість каналів: 8 каналів
Частота передачі: 868 МГц
Відстань дії радіосигналу: до 2000 метрів
Гарантія: 12 міс.
Робоча вологість: не більше 90%
Робоча температура: -20 ... + 50 ° C","ocBridge Plus box",,publish,closed,closed,,ocbridge-plus-box,,,"2019-10-09 14:07:03","2019-10-09 12:07:03",,0,http://videoko.com.ua/product/ocbridge-plus-box/,0,product,,0
6530,3,"2019-04-04 13:04:26","2019-04-04 11:04:26","Ajax Relay бездротове реле з безпотенційним сухим контактом для автоматизації та дистанційного керування електроприладами з живленням 7-24 В DC. Включення / вимикання пристроїв, а також імітація функції кнопки або тумблера.","Ajax Relay бездротове реле",,publish,closed,closed,,ajax-relay-%d0%b1%d0%b5%d0%b7%d0%b4%d1%80%d0%be%d1%82%d0%be%d0%b2%d0%b5-%d1%80%d0%b5%d0%bb%d0%b5,,,"2019-07-15 12:00:23","2019-07-15 10:00:23",,0,http://videoko.com.ua/product/ajax-relay-%d0%b1%d0%b5%d0%b7%d0%b4%d1%80%d0%be%d1%82%d0%be%d0%b2%d0%b5-%d1%80%d0%b5%d0%bb%d0%b5/,0,product,,0
6531,3,"2019-04-04 13:04:26","2019-04-04 11:04:26","Бездротовий модуль для підключення датчиків сторонніх виробників до системи безпеки Ajax.
Передає тривоги і попереджає про спрацьовування тампера зовнішнього датчика, забезпечений власним акселерометром, що захищає від демонтажу.
Працює від батареї","Transmitter Бездротовий модуль",,publish,closed,closed,,transmitter-%d0%b1%d0%b5%d0%b7%d0%b4%d1%80%d0%be%d1%82%d0%be%d0%b2%d0%b8%d0%b9-%d0%bc%d0%be%d0%b4%d1%83%d0%bb%d1%8c,,,"2019-07-29 13:11:26","2019-07-29 11:11:26",,0,http://videoko.com.ua/product/transmitter-%d0%b1%d0%b5%d0%b7%d0%b4%d1%80%d0%be%d1%82%d0%be%d0%b2%d0%b8%d0%b9-%d0%bc%d0%be%d0%b4%d1%83%d0%bb%d1%8c/,0,product,,0
